order_id,order_date,ship_date,Revenue,Profit,Profit_Margin
ORDER_012348,1/22/2013,1/26/2013,804,782.56,97%
ORDER_012349,1/22/2013,1/24/2013,594,574.42,97%
ORDER_012350,1/22/2013,1/27/2013,439.6,420.82,96%
ORDER_012351,1/22/2013,1/26/2013,244,226.73,93%
ORDER_012352,1/22/2013,1/24/2013,137,120.6,88%
ORDER_012353,1/22/2013,1/24/2013,435,422.23,97%
ORDER_012354,1/22/2013,1/27/2013,668,656.29,98%
ORDER_012355,1/22/2013,1/26/2013,128.9,118.25,92%
ORDER_012356,1/22/2013,1/26/2013,522,512.68,98%
ORDER_012357,1/22/2013,1/28/2013,550,541.36,98%
ORDER_012358,1/22/2013,1/27/2013,164.8,158.26,96%
ORDER_012359,1/22/2013,1/24/2013,118,111.59,95%
ORDER_012360,1/22/2013,1/28/2013,259.8,254.5,98%
ORDER_012361,1/22/2013,1/28/2013,264,259.08,98%
ORDER_012362,1/22/2013,1/24/2013,44,39.18,89%
ORDER_012363,1/22/2013,1/27/2013,120,115.25,96%
ORDER_012364,1/22/2013,1/24/2013,68,63.61,94%
ORDER_012365,1/22/2013,1/28/2013,132,127.82,97%
ORDER_012366,1/22/2013,1/24/2013,44,41.29,94%
ORDER_012367,1/22/2013,1/29/2013,103.8,101.14,97%
ORDER_012368,1/22/2013,1/28/2013,50,47.35,95%
ORDER_012369,1/22/2013,1/24/2013,81,78.51,97%
ORDER_012370,1/22/2013,1/27/2013,138,135.88,98%
ORDER_012371,1/22/2013,1/24/2013,18,16.2,90%
ORDER_012372,1/22/2013,1/28/2013,46,44.31,96%
ORDER_012373,1/22/2013,1/27/2013,32,30.71,96%
ORDER_012374,1/22/2013,1/28/2013,111.8,111.07,99%
ORDER_012375,1/22/2013,1/27/2013,26,25.31,97%
ORDER_012376,1/22/2013,1/28/2013,48,47.36,99%
ORDER_012377,1/22/2013,1/28/2013,105,104.72,100%
ORDER_012378,1/23/2013,1/27/2013,8232,7838.38,95%
ORDER_012379,1/23/2013,1/27/2013,20332,20235,100%
ORDER_012380,1/23/2013,1/23/2013,2103.4,2050.16,97%
ORDER_012381,1/23/2013,1/27/2013,3160,3115.36,99%
ORDER_012382,1/23/2013,1/25/2013,134.9,117.83,87%
ORDER_012383,1/23/2013,1/25/2013,89.3,77.22,86%
ORDER_012384,1/23/2013,1/24/2013,199.9,189.38,95%
ORDER_012385,1/23/2013,1/29/2013,208,200.59,96%
ORDER_012386,1/23/2013,1/28/2013,232,226.03,97%
ORDER_012387,1/23/2013,1/26/2013,402,396.27,99%
ORDER_012388,1/23/2013,1/24/2013,193.9,188.23,97%
ORDER_012389,1/23/2013,1/25/2013,187.6,182.63,97%
ORDER_012390,1/23/2013,1/29/2013,420,415.95,99%
ORDER_012391,1/23/2013,1/29/2013,108,106.38,99%
ORDER_012392,1/23/2013,1/25/2013,11.6,10.28,89%
ORDER_012393,1/23/2013,1/27/2013,200,198.9,99%
ORDER_012394,1/23/2013,1/28/2013,20,19.27,96%
ORDER_012395,1/23/2013,1/27/2013,48,47.66,99%
ORDER_012396,1/24/2013,1/26/2013,382,296.86,78%
ORDER_012397,1/24/2013,1/29/2013,1455.8,1418.39,97%
ORDER_012398,1/24/2013,1/28/2013,779.5,745.77,96%
ORDER_012399,1/24/2013,1/27/2013,1307.73,1282.25,98%
ORDER_012400,1/24/2013,1/24/2013,75.9,55.14,73%
ORDER_012401,1/24/2013,1/24/2013,1050,1029.49,98%
ORDER_012402,1/24/2013,1/29/2013,456,439.28,96%
ORDER_012403,1/24/2013,1/26/2013,124,114.95,93%
ORDER_012404,1/24/2013,1/29/2013,280,273.27,98%
ORDER_012405,1/24/2013,1/29/2013,30,26.89,90%
ORDER_012406,1/24/2013,1/24/2013,13,11.87,91%
ORDER_012407,1/24/2013,1/24/2013,13,12.71,98%
ORDER_012408,1/25/2013,1/30/2013,33381,33188.77,99%
ORDER_012409,1/25/2013,1/30/2013,9546,9413.61,99%
ORDER_012410,1/25/2013,1/30/2013,1971.3,1933.78,98%
ORDER_012411,1/25/2013,1/28/2013,941.6,904.12,96%
ORDER_012412,1/25/2013,1/28/2013,3003,2972.08,99%
ORDER_012413,1/25/2013,1/30/2013,342,328.95,96%
ORDER_012414,1/25/2013,1/26/2013,51,38.11,75%
ORDER_012415,1/25/2013,1/28/2013,224.9,214.23,95%
ORDER_012416,1/25/2013,1/29/2013,432,422.15,98%
ORDER_012417,1/25/2013,1/26/2013,632,623.43,99%
ORDER_012418,1/25/2013,1/26/2013,392,385.72,98%
ORDER_012419,1/25/2013,1/30/2013,186,179.74,97%
ORDER_012420,1/25/2013,1/30/2013,110,103.75,94%
ORDER_012421,1/25/2013,1/29/2013,48,42.52,89%
ORDER_012422,1/25/2013,1/30/2013,220,215.13,98%
ORDER_012423,1/25/2013,1/30/2013,64,59.15,92%
ORDER_012424,1/25/2013,1/28/2013,46,41.43,90%
ORDER_012425,1/25/2013,1/26/2013,192,187.85,98%
ORDER_012426,1/25/2013,1/27/2013,90,86.27,96%
ORDER_012427,1/25/2013,1/28/2013,214.8,211.46,98%
ORDER_012428,1/25/2013,1/30/2013,630,627.08,100%
ORDER_012429,1/25/2013,1/27/2013,69,66.14,96%
ORDER_012430,1/25/2013,1/30/2013,3287.3,3284.8,100%
ORDER_012431,1/25/2013,1/31/2013,20.4,18.79,92%
ORDER_012432,1/25/2013,1/27/2013,51,49.77,98%
ORDER_012433,1/25/2013,1/27/2013,27,25.84,96%
ORDER_012434,1/25/2013,1/26/2013,16,14.92,93%
ORDER_012435,1/25/2013,1/30/2013,39.3,38.49,98%
ORDER_012436,1/25/2013,1/31/2013,8.4,7.79,93%
ORDER_012437,1/25/2013,1/30/2013,2.3,2.07,90%
ORDER_012438,1/26/2013,1/26/2013,1049.83,1009.54,96%
ORDER_012439,1/26/2013,1/2/2013,536,520.84,97%
ORDER_012440,1/26/2013,1/26/2013,161.83,149.5,92%
ORDER_012441,1/26/2013,1/2/2013,375,365.06,97%
ORDER_012442,1/26/2013,1/2/2013,955,945.27,99%
ORDER_012443,1/26/2013,1/2/2013,396,388.56,98%
ORDER_012444,1/26/2013,1/31/2013,392,386.56,99%
ORDER_012445,1/26/2013,1/31/2013,25,23.39,94%
ORDER_012446,1/26/2013,1/31/2013,17,15.71,92%
ORDER_012447,1/26/2013,1/31/2013,13.8,12.71,92%
ORDER_012448,1/26/2013,1/2/2013,16,15.19,95%
ORDER_012449,1/27/2013,1/2/2013,2076,2056.48,99%
ORDER_012450,1/27/2013,1/2/2013,837,821.68,98%
ORDER_012451,1/27/2013,3/2/2013,656,644.23,98%
ORDER_012452,1/27/2013,1/2/2013,1110,1098.4,99%
ORDER_012453,1/27/2013,1/2/2013,296,292.72,99%
ORDER_012454,1/27/2013,1/2/2013,38,35.99,95%
ORDER_012455,1/27/2013,1/2/2013,28,27.41,98%
ORDER_012456,1/28/2013,1/30/2013,14464.9,13554.74,94%
ORDER_012457,1/28/2013,1/30/2013,17261.75,16715.26,97%
ORDER_012458,1/28/2013,1/30/2013,17192,16704.52,97%
ORDER_012459,1/28/2013,1/30/2013,2765.65,2643.42,96%
ORDER_012460,1/28/2013,1/31/2013,1344,1249.63,93%
ORDER_012461,1/28/2013,2/2/2013,2784,2717.05,98%
ORDER_012462,1/28/2013,1/31/2013,459,404.33,88%
ORDER_012463,1/28/2013,1/30/2013,409.75,367.01,90%
ORDER_012464,1/28/2013,1/30/2013,749.65,709.72,95%
ORDER_012465,1/28/2013,1/31/2013,3564,3528.69,99%
ORDER_012466,1/28/2013,1/31/2013,828,798.62,96%
ORDER_012467,1/28/2013,1/2/2013,730,706.52,97%
ORDER_012468,1/28/2013,1/31/2013,197,181.23,92%
ORDER_012469,1/28/2013,2/2/2013,260.5,250.34,96%
ORDER_012470,1/28/2013,1/31/2013,120,110.62,92%
ORDER_012471,1/28/2013,1/30/2013,111.55,102.35,92%
ORDER_012472,1/28/2013,1/2/2013,264,255.49,97%
ORDER_012473,1/28/2013,1/30/2013,227.55,219.65,97%
ORDER_012474,1/28/2013,2/2/2013,182,175.92,97%
ORDER_012475,1/28/2013,2/2/2013,196,190.97,97%
ORDER_012476,1/28/2013,1/30/2013,251.55,246.62,98%
ORDER_012477,1/28/2013,3/2/2013,122,117.53,96%
ORDER_012478,1/28/2013,1/30/2013,65.55,61.33,94%
ORDER_012479,1/28/2013,1/2/2013,290,285.84,99%
ORDER_012480,1/28/2013,3/2/2013,308,303.93,99%
ORDER_012481,1/28/2013,1/2/2013,80,76.09,95%
ORDER_012482,1/28/2013,2/2/2013,36,32.29,90%
ORDER_012483,1/28/2013,2/2/2013,264,260.8,99%
ORDER_012484,1/28/2013,1/31/2013,78,74.82,96%
ORDER_012485,1/28/2013,1/2/2013,32,28.94,90%
ORDER_012486,1/28/2013,3/2/2013,180,177.14,98%
ORDER_012487,1/28/2013,2/2/2013,70,67.95,97%
ORDER_012488,1/28/2013,1/30/2013,109.55,107.59,98%
ORDER_012489,1/28/2013,2/2/2013,50,48.57,97%
ORDER_012490,1/28/2013,2/2/2013,19.5,18.56,95%
ORDER_012491,1/28/2013,2/2/2013,22,21.3,97%
ORDER_012492,1/29/2013,5/2/2013,16100,15535.75,96%
ORDER_012493,1/29/2013,1/31/2013,13980.9,13702.15,98%
ORDER_012494,1/29/2013,1/31/2013,6201.9,6011.19,97%
ORDER_012495,1/29/2013,2/2/2013,1494,1403.49,94%
ORDER_012496,1/29/2013,1/31/2013,2585,2495.62,97%
ORDER_012497,1/29/2013,3/2/2013,3852,3792.77,98%
ORDER_012498,1/29/2013,3/2/2013,1512,1464.85,97%
ORDER_012499,1/29/2013,2/2/2013,3095.5,3058.91,99%
ORDER_012500,1/29/2013,5/2/2013,434,399.07,92%
ORDER_012501,1/29/2013,2/2/2013,542.5,525.19,97%
ORDER_012502,1/29/2013,1/31/2013,208,191.2,92%
ORDER_012503,1/29/2013,1/31/2013,675,662.15,98%
ORDER_012504,1/29/2013,1/30/2013,39.9,32.24,81%
ORDER_012505,1/29/2013,2/2/2013,152,145.15,95%
ORDER_012506,1/29/2013,2/2/2013,54,50.03,93%
ORDER_012507,1/29/2013,1/30/2013,25,21.23,85%
ORDER_012508,1/29/2013,2/2/2013,73.5,70.51,96%
ORDER_012509,1/29/2013,2/2/2013,139.5,136.54,98%
ORDER_012510,1/29/2013,3/2/2013,185,182.55,99%
ORDER_012511,1/29/2013,2/2/2013,137.5,135.21,98%
ORDER_012512,1/29/2013,3/2/2013,23,20.94,91%
ORDER_012513,1/29/2013,3/2/2013,63,62.06,99%
ORDER_012514,1/29/2013,3/2/2013,14,13.14,94%
ORDER_012515,1/29/2013,3/2/2013,13,12.42,96%
ORDER_012516,1/30/2013,3/2/2013,5759.8,5641.5,98%
ORDER_012517,1/30/2013,1/2/2013,1739.8,1643.54,94%
ORDER_012518,1/30/2013,3/2/2013,1877.5,1814.55,97%
ORDER_012519,1/30/2013,4/2/2013,3352.9,3302.17,98%
ORDER_012520,1/30/2013,5/2/2013,2659.9,2619.13,98%
ORDER_012521,1/30/2013,1/31/2013,2745,2710.67,99%
ORDER_012522,1/30/2013,4/2/2013,1249.6,1223.99,98%
ORDER_012523,1/30/2013,1/2/2013,1039.8,1018.81,98%
ORDER_012524,1/30/2013,4/2/2013,1890,1871.78,99%
ORDER_012525,1/30/2013,4/2/2013,461.93,444.11,96%
ORDER_012526,1/30/2013,1/2/2013,49,31.8,65%
ORDER_012527,1/30/2013,2/2/2013,488,474.48,97%
ORDER_012528,1/30/2013,3/2/2013,912,898.54,99%
ORDER_012529,1/30/2013,5/2/2013,819.9,806.68,98%
ORDER_012530,1/30/2013,5/2/2013,788,776.31,99%
ORDER_012531,1/30/2013,2/2/2013,756,745.08,99%
ORDER_012532,1/30/2013,4/2/2013,829.4,819.07,99%
ORDER_012533,1/30/2013,4/2/2013,627.8,618.58,99%
ORDER_012534,1/30/2013,4/2/2013,1308.83,1300.43,99%
ORDER_012535,1/30/2013,1/31/2013,101.8,94.39,93%
ORDER_012536,1/30/2013,5/2/2013,413.9,407.08,98%
ORDER_012537,1/30/2013,4/2/2013,181.73,175.62,97%
ORDER_012538,1/30/2013,4/2/2013,159.83,155.35,97%
ORDER_012539,1/30/2013,4/2/2013,249.53,245.07,98%
ORDER_012540,1/30/2013,5/2/2013,308,303.6,99%
ORDER_012541,1/30/2013,4/2/2013,125.83,122.11,97%
ORDER_012542,1/30/2013,4/2/2013,32,28.61,89%
ORDER_012543,1/30/2013,1/31/2013,234,231.49,99%
ORDER_012544,1/30/2013,3/2/2013,33.8,32.13,95%
ORDER_012545,1/30/2013,4/2/2013,91.9,90.59,99%
ORDER_012546,1/30/2013,4/2/2013,17.6,16.52,94%
ORDER_012547,1/30/2013,4/2/2013,39.6,38.66,98%
ORDER_012548,1/30/2013,4/2/2013,11.4,11.03,97%
ORDER_012549,1/30/2013,4/2/2013,23.4,23.05,99%
ORDER_012550,1/30/2013,3/2/2013,5.2,4.98,96%
ORDER_012551,1/31/2013,6/2/2013,9001.9,8841.24,98%
ORDER_012552,1/31/2013,6/2/2013,1271,1163.66,92%
ORDER_012553,1/31/2013,4/2/2013,8620,8541.17,99%
ORDER_012554,1/31/2013,5/2/2013,2711.83,2637.12,97%
ORDER_012555,1/31/2013,4/2/2013,4382.53,4312.01,98%
ORDER_012556,1/31/2013,4/2/2013,1229.93,1190.65,97%
ORDER_012557,1/31/2013,2/2/2013,1224.8,1187.64,97%
ORDER_012558,1/31/2013,4/2/2013,153,127.4,83%
ORDER_012559,1/31/2013,2/2/2013,393,372.95,95%
ORDER_012560,1/31/2013,6/2/2013,149.9,131.31,88%
ORDER_012561,1/31/2013,6/2/2013,498,482.07,97%
ORDER_012562,1/31/2013,6/2/2013,1000,986.84,99%
ORDER_012563,1/31/2013,4/2/2013,109.8,98.78,90%
ORDER_012564,1/31/2013,2/2/2013,300,289.05,96%
ORDER_012565,1/31/2013,3/2/2013,59.3,51.11,86%
ORDER_012566,1/31/2013,5/2/2013,107,98.96,92%
ORDER_012567,1/31/2013,4/2/2013,26,20.9,80%
ORDER_012568,1/31/2013,3/2/2013,57.3,52.43,92%
ORDER_012569,1/31/2013,4/2/2013,285,280.27,98%
ORDER_012570,1/31/2013,4/2/2013,127,122.92,97%
ORDER_012571,1/31/2013,6/2/2013,42.9,39.06,91%
ORDER_012572,1/31/2013,2/2/2013,483,479.31,99%
ORDER_012573,1/31/2013,2/2/2013,47.8,44.14,92%
ORDER_012574,1/31/2013,6/2/2013,144,140.54,98%
ORDER_012575,1/31/2013,4/2/2013,36,33.46,93%
ORDER_012576,1/31/2013,6/2/2013,42,40.81,97%
ORDER_012577,1/31/2013,6/2/2013,120,118.85,99%
ORDER_012578,1/31/2013,5/2/2013,17,16.28,96%
ORDER_012579,1/31/2013,2/2/2013,89.6,89.04,99%
ORDER_012580,1/31/2013,4/2/2013,46,45.45,99%
ORDER_012581,1/31/2013,5/2/2013,2.3,2.21,96%
ORDER_012582,2/13/2013,2/17/2013,1816,1771.12,98%
ORDER_012583,2/13/2013,2/18/2013,1034,1009.26,98%
ORDER_012584,2/13/2013,2/19/2013,2373,2348.94,99%
ORDER_012585,2/13/2013,2/19/2013,1325.9,1303.43,98%
ORDER_012586,2/13/2013,2/19/2013,404,383.25,95%
ORDER_012587,2/13/2013,2/19/2013,1450,1431.29,99%
ORDER_012588,2/13/2013,2/17/2013,365,352.63,97%
ORDER_012589,2/13/2013,2/17/2013,367.5,355.18,97%
ORDER_012590,2/13/2013,2/17/2013,608.6,598.36,98%
ORDER_012591,2/13/2013,2/18/2013,441,432.92,98%
ORDER_012592,2/13/2013,2/18/2013,126,118.27,94%
ORDER_012593,2/13/2013,2/20/2013,725.73,718.9,99%
ORDER_012594,2/13/2013,2/16/2013,132,125.51,95%
ORDER_012595,2/13/2013,2/18/2013,196,190.63,97%
ORDER_012596,2/13/2013,2/13/2013,30,27.53,92%
ORDER_012597,2/13/2013,2/18/2013,44,41.92,95%
ORDER_012598,2/13/2013,2/18/2013,44,42.13,96%
ORDER_012599,2/13/2013,2/17/2013,20,18.65,93%
ORDER_012600,2/13/2013,2/17/2013,14,13.14,94%
ORDER_012601,2/14/2013,2/16/2013,12890,12593.92,98%
ORDER_012602,2/14/2013,2/14/2013,5431.9,5272.77,97%
ORDER_012603,2/14/2013,2/18/2013,2167.85,2008.86,93%
ORDER_012604,2/14/2013,2/15/2013,1649.7,1615.63,98%
ORDER_012605,2/14/2013,2/20/2013,1679.598,1652.278,98%
ORDER_012606,2/14/2013,2/14/2013,155.9,128.59,82%
ORDER_012607,2/14/2013,2/19/2013,175,148.04,85%
ORDER_012608,2/14/2013,2/19/2013,1190,1173.37,99%
ORDER_012609,2/14/2013,2/19/2013,1848,1831.93,99%
ORDER_012610,2/14/2013,2/18/2013,213,198.6,93%
ORDER_012611,2/14/2013,2/19/2013,1090,1078.5,99%
ORDER_012612,2/14/2013,2/14/2013,199.9,191.13,96%
ORDER_012613,2/14/2013,2/19/2013,181.3,172.61,95%
ORDER_012614,2/14/2013,2/19/2013,453,446.78,99%
ORDER_012615,2/14/2013,2/19/2013,49.3,43.21,88%
ORDER_012616,2/14/2013,2/19/2013,327.5,322.26,98%
ORDER_012617,2/14/2013,2/20/2013,431.6,429.32,99%
ORDER_012618,2/14/2013,2/16/2013,28,26.14,93%
ORDER_012619,2/14/2013,2/15/2013,66,64.36,98%
ORDER_012620,2/14/2013,2/19/2013,15.3,14.11,92%
ORDER_012621,2/14/2013,2/19/2013,8.3,7.36,89%
ORDER_012622,2/14/2013,2/15/2013,24,23.13,96%
ORDER_012623,2/14/2013,2/15/2013,5,4.28,86%
ORDER_012624,2/15/2013,2/19/2013,1254.8,1202.75,96%
ORDER_012625,2/15/2013,2/19/2013,4140,4091.79,99%
ORDER_012626,2/15/2013,2/22/2013,1193.8,1150.71,96%
ORDER_012627,2/15/2013,2/19/2013,4312,4279.71,99%
ORDER_012628,2/15/2013,2/19/2013,342,316.4,93%
ORDER_012629,2/15/2013,2/19/2013,587.8,567.27,97%
ORDER_012630,2/15/2013,2/18/2013,354.53,334.57,94%
ORDER_012631,2/15/2013,2/18/2013,215.73,196.75,91%
ORDER_012632,2/15/2013,2/21/2013,267,253.18,95%
ORDER_012633,2/15/2013,2/15/2013,818.5,805.3,98%
ORDER_012634,2/15/2013,2/19/2013,195.6,184.19,94%
ORDER_012635,2/15/2013,2/19/2013,334,323.76,97%
ORDER_012636,2/15/2013,2/19/2013,904,894.1,99%
ORDER_012637,2/15/2013,2/19/2013,383.9,376.03,98%
ORDER_012638,2/15/2013,2/20/2013,1449,1441.55,99%
ORDER_012639,2/15/2013,2/15/2013,234.5,227.74,97%
ORDER_012640,2/15/2013,2/19/2013,176,169.69,96%
ORDER_012641,2/15/2013,2/19/2013,121.8,117,96%
ORDER_012642,2/15/2013,2/19/2013,144,139.5,97%
ORDER_012643,2/15/2013,2/20/2013,68,64.07,94%
ORDER_012644,2/15/2013,2/20/2013,116,112.5,97%
ORDER_012645,2/15/2013,2/19/2013,36,32.85,91%
ORDER_012646,2/15/2013,2/19/2013,14,12.54,90%
ORDER_012647,2/15/2013,2/22/2013,36,34.97,97%
ORDER_012648,2/15/2013,2/19/2013,13.5,12.49,93%
ORDER_012649,2/15/2013,2/19/2013,8,7.55,94%
ORDER_012650,2/15/2013,2/18/2013,520,519.56,100%
ORDER_012651,2/15/2013,2/19/2013,8.4,8.1,96%
ORDER_012652,2/16/2013,2/22/2013,4140,4075.78,98%
ORDER_012653,2/16/2013,2/21/2013,3329.9,3299.57,99%
ORDER_012654,2/16/2013,2/20/2013,456,425.71,93%
ORDER_012655,2/16/2013,2/23/2013,1279.8,1252.65,98%
ORDER_012656,2/16/2013,2/20/2013,980.9,955.95,97%
ORDER_012657,2/16/2013,2/22/2013,848,829.47,98%
ORDER_012658,2/16/2013,2/23/2013,1272,1255.95,99%
ORDER_012659,2/16/2013,2/22/2013,141,128.42,91%
ORDER_012660,2/16/2013,2/20/2013,270,258.44,96%
ORDER_012661,2/16/2013,2/20/2013,551.2,541.72,98%
ORDER_012662,2/16/2013,2/23/2013,99.9,93.55,94%
ORDER_012663,2/16/2013,2/18/2013,44,39.06,89%
ORDER_012664,2/16/2013,2/23/2013,233.9,229.86,98%
ORDER_012665,2/16/2013,2/20/2013,188.7,186.06,99%
ORDER_012666,2/16/2013,2/22/2013,31,29.09,94%
ORDER_012667,2/16/2013,2/18/2013,11,9.35,85%
ORDER_012668,2/16/2013,2/18/2013,9,7.81,87%
ORDER_012669,2/16/2013,2/20/2013,4.8,4.13,86%
ORDER_012670,2/16/2013,2/23/2013,6,5.6,93%
ORDER_012671,2/16/2013,2/20/2013,27.8,27.59,99%
ORDER_012672,2/18/2013,2/23/2013,31024,30781.1,99%
ORDER_012673,2/18/2013,2/25/2013,25920,25708.7,99%
ORDER_012674,2/18/2013,2/22/2013,7879.8,7763.56,99%
ORDER_012675,2/18/2013,2/21/2013,3500.9,3394.37,97%
ORDER_012676,2/18/2013,2/25/2013,4104,4021.5,98%
ORDER_012677,2/18/2013,2/22/2013,3939.4,3871.55,98%
ORDER_012678,2/18/2013,2/25/2013,1226.8,1198.25,98%
ORDER_012679,2/18/2013,2/21/2013,505,477.43,95%
ORDER_012680,2/18/2013,2/21/2013,206,179.34,87%
ORDER_012681,2/18/2013,2/19/2013,174,158.34,91%
ORDER_012682,2/18/2013,2/25/2013,483,472.02,98%
ORDER_012683,2/18/2013,2/23/2013,168,158.3,94%
ORDER_012684,2/18/2013,2/21/2013,96,87.61,91%
ORDER_012685,2/18/2013,2/25/2013,160,154.81,97%
ORDER_012686,2/18/2013,2/19/2013,48,43.01,90%
ORDER_012687,2/18/2013,2/18/2013,35.6,31.77,89%
ORDER_012688,2/18/2013,2/25/2013,784,781.09,100%
ORDER_012689,2/18/2013,2/25/2013,96,94,98%
ORDER_012690,2/18/2013,2/25/2013,102,100.75,99%
ORDER_012691,2/18/2013,2/23/2013,12,11.49,96%
ORDER_012692,2/19/2013,2/26/2013,9032,8907.43,99%
ORDER_012693,2/19/2013,2/25/2013,4454.9,4390.24,99%
ORDER_012694,2/19/2013,2/24/2013,1500,1438.65,96%
ORDER_012695,2/19/2013,2/24/2013,5100,5040.16,99%
ORDER_012696,2/19/2013,2/25/2013,655.85,601.2,92%
ORDER_012697,2/19/2013,2/23/2013,1313.6,1269.51,97%
ORDER_012698,2/19/2013,2/26/2013,1343.85,1314.7,98%
ORDER_012699,2/19/2013,2/25/2013,655.85,626.72,96%
ORDER_012700,2/19/2013,2/23/2013,1479.8,1452.51,98%
ORDER_012701,2/19/2013,2/26/2013,2624,2597.66,99%
ORDER_012702,2/19/2013,2/21/2013,84.4,60.73,72%
ORDER_012703,2/19/2013,2/25/2013,595,578.05,97%
ORDER_012704,2/19/2013,2/24/2013,729,712.09,98%
ORDER_012705,2/19/2013,2/24/2013,710,696.87,98%
ORDER_012706,2/19/2013,2/26/2013,291,279.43,96%
ORDER_012707,2/19/2013,2/22/2013,142,130.99,92%
ORDER_012708,2/19/2013,2/26/2013,261.85,252.95,97%
ORDER_012709,2/19/2013,2/24/2013,216,209.85,97%
ORDER_012710,2/19/2013,2/26/2013,240,234.4,98%
ORDER_012711,2/19/2013,2/21/2013,39.4,34.52,88%
ORDER_012712,2/19/2013,2/26/2013,204,199.48,98%
ORDER_012713,2/19/2013,2/24/2013,88,84.03,95%
ORDER_012714,2/19/2013,2/23/2013,135.5,132.1,97%
ORDER_012715,2/19/2013,2/21/2013,21.4,18.18,85%
ORDER_012716,2/19/2013,2/23/2013,244.8,241.61,99%
ORDER_012717,2/19/2013,2/23/2013,78,74.89,96%
ORDER_012718,2/19/2013,2/24/2013,79.4,76.52,96%
ORDER_012719,2/19/2013,2/23/2013,27.4,25.31,92%
ORDER_012720,2/19/2013,2/23/2013,17.4,15.46,89%
ORDER_012721,2/19/2013,2/23/2013,125.8,124.01,99%
ORDER_012722,2/19/2013,2/23/2013,8.4,6.99,83%
ORDER_012723,2/19/2013,2/23/2013,27,26.2,97%
ORDER_012724,2/20/2013,2/23/2013,9436,9262.99,98%
ORDER_012725,2/20/2013,2/27/2013,5243,5196.23,99%
ORDER_012726,2/20/2013,2/26/2013,1675.85,1642.19,98%
ORDER_012727,2/20/2013,2/27/2013,3431.4,3412.31,99%
ORDER_012728,2/20/2013,2/26/2013,770,754.47,98%
ORDER_012729,2/20/2013,2/22/2013,445,430.08,97%
ORDER_012730,2/20/2013,2/26/2013,563.9,551.22,98%
ORDER_012731,2/20/2013,2/25/2013,123.9,114.48,92%
ORDER_012732,2/20/2013,2/23/2013,111,103.54,93%
ORDER_012733,2/20/2013,2/26/2013,291,283.57,97%
ORDER_012734,2/20/2013,2/23/2013,41,33.96,83%
ORDER_012735,2/20/2013,2/26/2013,162,155.76,96%
ORDER_012736,2/20/2013,2/27/2013,365,360.22,99%
ORDER_012737,2/20/2013,2/27/2013,558,553.23,99%
ORDER_012738,2/20/2013,2/27/2013,54.4,49.71,91%
ORDER_012739,2/20/2013,2/25/2013,43.9,39.36,90%
ORDER_012740,2/20/2013,2/26/2013,144,140.08,97%
ORDER_012741,2/20/2013,2/26/2013,75.55,71.75,95%
ORDER_012742,2/20/2013,2/27/2013,49.4,47.01,95%
ORDER_012743,2/20/2013,2/27/2013,123,121.26,99%
ORDER_012744,2/20/2013,2/24/2013,83.4,81.73,98%
ORDER_012745,2/20/2013,2/27/2013,27.4,26.07,95%
ORDER_012746,2/20/2013,2/27/2013,31.8,31.08,98%
ORDER_012747,2/20/2013,2/24/2013,19,18.4,97%
ORDER_012748,2/20/2013,2/24/2013,7,6.43,92%
ORDER_012749,2/20/2013,2/27/2013,9.4,9.1,97%
ORDER_012750,2/20/2013,2/26/2013,2.4,2.13,89%
ORDER_012751,2/20/2013,2/26/2013,2.4,2.16,90%
ORDER_012752,2/21/2013,2/22/2013,9044.7,8705.23,96%
ORDER_012753,2/21/2013,2/25/2013,1295.8,1235.9,95%
ORDER_012754,2/21/2013,2/26/2013,2245,2190.77,98%
ORDER_012755,2/21/2013,2/27/2013,2503.9,2453.13,98%
ORDER_012756,2/21/2013,2/22/2013,952,914.51,96%
ORDER_012757,2/21/2013,2/26/2013,888,876.02,99%
ORDER_012758,2/21/2013,2/23/2013,216,204.12,95%
ORDER_012759,2/21/2013,2/26/2013,345,338.29,98%
ORDER_012760,2/21/2013,2/23/2013,144,137.86,96%
ORDER_012761,2/21/2013,2/23/2013,94,88.51,94%
ORDER_012762,2/21/2013,2/26/2013,216.8,212.94,98%
ORDER_012763,2/21/2013,2/26/2013,80,76.78,96%
ORDER_012764,2/21/2013,2/25/2013,205,201.88,98%
ORDER_012765,2/21/2013,2/25/2013,69.3,66.69,96%
ORDER_012766,2/21/2013,2/26/2013,75.8,73.65,97%
ORDER_012767,2/21/2013,2/26/2013,13,11.7,90%
ORDER_012768,2/21/2013,2/22/2013,27.3,26.13,96%
ORDER_012769,2/21/2013,2/26/2013,9,7.99,89%
ORDER_012770,2/21/2013,2/25/2013,11.3,10.79,95%
ORDER_012771,2/22/2013,2/25/2013,12390,12248.88,99%
ORDER_012772,2/22/2013,2/27/2013,6976,6851.55,98%
ORDER_012773,2/22/2013,2/22/2013,566,518.38,92%
ORDER_012774,2/22/2013,2/28/2013,5412,5375.94,99%
ORDER_012775,2/22/2013,2/28/2013,4410,4379.96,99%
ORDER_012776,2/22/2013,2/26/2013,3432,3407.39,99%
ORDER_012777,2/22/2013,2/26/2013,2229.8,2205.92,99%
ORDER_012778,2/22/2013,2/28/2013,526,502.63,96%
ORDER_012779,2/22/2013,2/27/2013,1284,1269.09,99%
ORDER_012780,2/22/2013,2/27/2013,706,691.27,98%
